Date : 2024-02-02 15:29:34
Directory : c:\Users\acer\workspace1\langtube\packages\readability
Total : 482 files,  -12938 codes, -3390 comments, -3115 blanks, all -19443 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\CHANGELOG.md                                                                              | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\README.md                                                                                 | Markdown     |        -66 |          0 |        -27 |        -93 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\analysis_options.yaml                                                                     | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\android\build.gradle                                                                      | Gradle       |        -37 |        -33 |        -16 |        -86 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\android\gradle.properties                                                                 | Properties   |         -1 |          0 |          0 |         -1 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\android\settings.gradle                                                                   | Gradle       |         -1 |          0 |         -1 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\android\src\main\AndroidManifest.xml                                                      | XML          |         -3 |          0 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\README.md                                                                         | Markdown     |        -10 |          0 |         -7 |        -17 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\analysis_options.yaml                                                             | YAML         |         -3 |        -22 |         -4 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\build.gradle                                                          | Gradle       |        -51 |         -5 |        -12 |        -68 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\debug\AndroidManifest.xml                                         | XML          |         -3 |         -4 |         -1 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\main\AndroidManifest.xml                                          | XML          |        -27 |         -6 |         -1 |        -34 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\main\res\drawable-v21\launch_background.xml                       | XML          |         -4 |         -7 |         -2 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\main\res\drawable\launch_background.xml                           | XML          |         -4 |         -7 |         -2 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\main\res\values-night\styles.xml                                  | XML          |         -9 |         -9 |         -1 |        -19 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\main\res\values\styles.xml                                        | XML          |         -9 |         -9 |         -1 |        -19 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\app\src\profile\AndroidManifest.xml                                       | XML          |         -3 |         -4 |         -1 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\build.gradle                                                              | Gradle       |        -27 |          0 |         -5 |        -32 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\gradle.properties                                                         | Properties   |         -3 |          0 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\gradle\wrapper\gradle-wrapper.properties                                  | Properties   |         -5 |          0 |         -1 |         -6 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\android\settings.gradle                                                           | Gradle       |        -16 |          0 |         -5 |        -21 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\RunnerTests\RunnerTests.swift                                                 | Swift        |         -7 |         -2 |         -4 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\AppDelegate.swift                                                      | Swift        |        -12 |          0 |         -2 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                       | JSON         |       -122 |          0 |         -1 |       -123 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                     | JSON         |        -23 |          0 |         -1 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                         | Markdown     |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\Base.lproj\LaunchScreen.storyboard                                     | XML          |        -36 |         -1 |         -1 |        -38 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\Base.lproj\Main.storyboard                                             | XML          |        -25 |         -1 |         -1 |        -27 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\ios\Runner\Runner-Bridging-Header.h                                               | C++          |         -1 |          0 |         -1 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\lib\main.dart                                                                     | Dart         |        -70 |          0 |         -9 |        -79 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\pubspec.yaml                                                                      | YAML         |        -18 |        -65 |        -15 |        -98 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\flutter\generated_plugin_registrant.cc                                    | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\flutter\generated_plugin_registrant.h                                     | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\flutter_window.cpp                                                 | C++          |        -49 |         -7 |        -16 |        -72 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\flutter_window.h                                                   | C++          |        -20 |         -5 |         -9 |        -34 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\main.cpp                                                           | C++          |        -30 |         -4 |        -10 |        -44 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\resource.h                                                         | C++          |         -9 |         -6 |         -2 |        -17 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\utils.cpp                                                          | C++          |        -54 |         -2 |        -10 |        -66 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\utils.h                                                            | C++          |         -8 |         -6 |         -6 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\win32_window.cpp                                                   | C++          |       -210 |        -24 |        -55 |       -289 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\example\windows\runner\win32_window.h                                                     | C++          |        -48 |        -31 |        -24 |       -103 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\ffigen.yaml                                                                               | YAML         |         -6 |         -1 |         -2 |         -9 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\ios\Classes\subtitles_parserr.c                                                           | C            |         -1 |         -2 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\ios\subtitles_parserr.podspec                                                             | Ruby         |        -17 |         -9 |         -3 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\src\duration_sanitizer.dart                                                           | Dart         |        -13 |          0 |         -3 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\src\parser.dart                                                                       | Dart         |        -14 |          0 |         -4 |        -18 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\src\rust_bridge\api.dart                                                              | Dart         |        -16 |         -4 |         -8 |        -28 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\src\rust_bridge\bridge_generated.dart                                                 | Dart         |       -225 |        -19 |        -54 |       -298 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\src\rust_bridge\duration_converter.dart                                               | Dart         |         -4 |          0 |         -2 |         -6 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\src\rust_bridge\parsed_subtitle.dart                                                  | Dart         |        -55 |         -1 |        -13 |        -69 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\lib\subtitles_parser.dart                                                                 | Dart         |         -2 |          0 |         -1 |         -3 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\pubspec.yaml                                                                              | YAML         |        -26 |        -44 |         -8 |        -78 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\api.rs                                                                           | Rust         |        -58 |          0 |        -13 |        -71 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\api\data.rs                                                                      | Rust         |        -38 |          0 |         -7 |        -45 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\api\logger.rs                                                                    | Rust         |        -27 |          0 |         -4 |        -31 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\api\regex.rs                                                                     | Rust         |        -11 |          0 |         -2 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\bridge_generated.io.rs                                                           | Rust         |        -47 |         -7 |        -14 |        -68 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\bridge_generated.rs                                                              | Rust         |        -87 |        -11 |        -18 |       -116 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\rust\src\lib.rs                                                                           | Rust         |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\test\subtitles.dart                                                                       | Dart         |       -311 |          0 |         -5 |       -316 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\test\subtitles_parser_test.dart                                                           | Dart         |        -63 |         -8 |         -8 |        -79 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_parser\test\test_rust_bridge\api.dart                                                            | Dart         |         -6 |          0 |         -5 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\CHANGELOG.md                                                                              | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\README.md                                                                                 | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\analysis_options.yaml                                                                     | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java               | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\android\local.properties                                                                  | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\ios\Flutter\flutter_export_environment.sh                                                 | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\ios\Runner\GeneratedPluginRegistrant.h                                                    | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\ios\Runner\GeneratedPluginRegistrant.m                                                    | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\lib\src\models\subtitle.dart                                                              | Dart         |        -52 |         -1 |        -13 |        -66 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\lib\src\subtitle_player.dart                                                              | Dart         |        -21 |          0 |         -3 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\lib\src\utils\duration_search.dart                                                        | Dart         |        -42 |        -16 |         -7 |        -65 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\lib\subtitles_player.dart                                                                 | Dart         |         -4 |          0 |         -2 |         -6 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\linux\flutter\generated_plugin_registrant.cc                                              | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\linux\flutter\generated_plugin_registrant.h                                               | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\macos\Flutter\GeneratedPluginRegistrant.swift                                             | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\macos\Flutter\ephemeral\flutter_export_environment.sh                                     | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\pubspec.yaml                                                                              | YAML         |        -16 |        -32 |         -8 |        -56 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\test\subtitles_player_test.dart                                                           | Dart         |        -63 |        -13 |        -13 |        -89 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\windows\flutter\generated_plugin_registrant.cc                                            | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\subtitles_player\windows\flutter\generated_plugin_registrant.h                                             | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\tapster\CHANGELOG.md                                                                                       | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\tapster\README.md                                                                                          | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\tapster\analysis_options.yaml                                                                              | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\tapster\lib\src\tap_priority.dart                                                                          | Dart         |         -4 |          0 |         -1 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\tapster\lib\src\tap_type.dart                                                                              | Dart         |         -5 |          0 |         -2 |         -7 |
| c:\Users\acer\workspace1\langtube\packages\tapster\lib\src\taps_resolver.dart                                                                         | Dart         |        -61 |          0 |        -10 |        -71 |
| c:\Users\acer\workspace1\langtube\packages\tapster\lib\src\tapster.dart                                                                               | Dart         |        -43 |          0 |         -8 |        -51 |
| c:\Users\acer\workspace1\langtube\packages\tapster\lib\tapster.dart                                                                                   | Dart         |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\tapster\pubspec.yaml                                                                                       | YAML         |        -17 |        -32 |         -8 |        -57 |
| c:\Users\acer\workspace1\langtube\packages\tapster\test\taps_resolver.dart                                                                            | Dart         |        -32 |          0 |         -5 |        -37 |
| c:\Users\acer\workspace1\langtube\packages\throttler\CHANGELOG.md                                                                                     | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\throttler\README.md                                                                                        | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\throttler\analysis_options.yaml                                                                            | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\throttler\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java                      | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\throttler\android\local.properties                                                                         | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\throttler\ios\Flutter\flutter_export_environment.sh                                                        | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\throttler\ios\Runner\GeneratedPluginRegistrant.h                                                           | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\throttler\ios\Runner\GeneratedPluginRegistrant.m                                                           | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\throttler\lib\throttler.dart                                                                               | Dart         |        -56 |        -19 |        -14 |        -89 |
| c:\Users\acer\workspace1\langtube\packages\throttler\linux\flutter\generated_plugin_registrant.cc                                                     | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\throttler\linux\flutter\generated_plugin_registrant.h                                                      | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\throttler\macos\Flutter\GeneratedPluginRegistrant.swift                                                    | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\throttler\macos\Flutter\ephemeral\flutter_export_environment.sh                                            | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\throttler\pubspec.yaml                                                                                     | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\throttler\test\throttler_test.dart                                                                         | Dart         |        -79 |        -10 |        -17 |       -106 |
| c:\Users\acer\workspace1\langtube\packages\throttler\windows\flutter\generated_plugin_registrant.cc                                                   | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\throttler\windows\flutter\generated_plugin_registrant.h                                                    | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\unique_key_mutex\CHANGELOG.md                                                                              | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\unique_key_mutex\README.md                                                                                 | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\unique_key_mutex\analysis_options.yaml                                                                     | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\unique_key_mutex\lib\unique_key_mutex.dart                                                                 | Dart         |        -21 |        -11 |        -10 |        -42 |
| c:\Users\acer\workspace1\langtube\packages\unique_key_mutex\pubspec.yaml                                                                              | YAML         |        -16 |        -32 |         -8 |        -56 |
| c:\Users\acer\workspace1\langtube\packages\unique_key_mutex\test\unique_key_mutex_test.dart                                                           | Dart         |        -19 |         -1 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\CHANGELOG.md                                                                                    | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\README.md                                                                                       | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\analysis_options.yaml                                                                           | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\lib\src\popular_user_agents.dart                                                                | Dart         |        -30 |          0 |         -1 |        -31 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\lib\src\user_agent.dart                                                                         | Dart         |        -24 |          0 |         -8 |        -32 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\lib\user_agent.dart                                                                             | Dart         |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\user_agent\pubspec.yaml                                                                                    | YAML         |        -16 |        -32 |         -8 |        -56 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\CHANGELOG.md                                                                    | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\README.md                                                                       | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\analysis_options.yaml                                                           | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java     | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\android\local.properties                                                        | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\ios\Flutter\flutter_export_environment.sh                                       | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\ios\Runner\GeneratedPluginRegistrant.h                                          | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\ios\Runner\GeneratedPluginRegistrant.m                                          | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\lib\src\transformer.dart                                                        | Dart         |        -80 |        -18 |        -26 |       -124 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\lib\value_notifier_transformer.dart                                             | Dart         |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\linux\flutter\generated_plugin_registrant.cc                                    | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\linux\flutter\generated_plugin_registrant.h                                     | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\macos\Flutter\GeneratedPluginRegistrant.swift                                   | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\macos\Flutter\ephemeral\flutter_export_environment.sh                           | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\pubspec.yaml                                                                    | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\test\value_notifier_transformer_test.dart                                       | Dart         |        -27 |        -14 |        -13 |        -54 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\windows\flutter\generated_plugin_registrant.cc                                  | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\value_notifier_transformer\windows\flutter\generated_plugin_registrant.h                                   | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\CHANGELOG.md                                                                       | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\README.md                                                                          | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\analysis_options.yaml                                                              | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\lib\src\clicked_word.dart                                                          | Dart         |        -69 |         -1 |        -10 |        -80 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\lib\src\controller.dart                                                            | Dart         |        -77 |          0 |        -20 |        -97 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\lib\src\extensions.dart                                                            | Dart         |        -38 |         -2 |         -7 |        -47 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\lib\src\webview.dart                                                               | Dart         |       -156 |         -3 |        -11 |       -170 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\lib\word_listenable_webview.dart                                                   | Dart         |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\pubspec.yaml                                                                       | YAML         |        -20 |        -29 |         -8 |        -57 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\test\word_listenable_webview_test.dart                                             | Dart         |          0 |          0 |         -2 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\web_assets\highlights.js                                                           | JavaScript   |         -3 |         -2 |         -1 |         -6 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\web_assets\word_click_listener.js                                                  | JavaScript   |        -94 |          0 |        -19 |       -113 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\web_assets\word_clickifier.js                                                      | JavaScript   |       -100 |         -5 |        -19 |       -124 |
| c:\Users\acer\workspace1\langtube\packages\word_listenable_webview\web_assets\x.js                                                                    | JavaScript   |        -55 |        -12 |        -13 |        -80 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\CHANGELOG.md                                                                        | Markdown     |       -168 |          0 |        -45 |       -213 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\README.md                                                                           | Markdown     |       -156 |          0 |        -40 |       -196 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\README.md                                                                   | Markdown     |        -31 |          0 |         -5 |        -36 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\build.gradle                                                    | Gradle       |        -49 |          0 |        -12 |        -61 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\debug\AndroidManifest.xml                                   | XML          |         -4 |         -3 |         -1 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\main\AndroidManifest.xml                                    | XML          |        -29 |          0 |          0 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java | Java         |        -16 |         -5 |         -4 |        -25 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\main\res\drawable\launch_background.xml                     | XML          |         -4 |         -7 |         -2 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\main\res\values-v28\styles.xml                              | XML          |         -9 |         -2 |          0 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\main\res\values\styles.xml                                  | XML          |         -9 |         -9 |         -1 |        -19 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\app\src\profile\AndroidManifest.xml                                 | XML          |         -4 |         -3 |         -1 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\build.gradle                                                        | Gradle       |        -27 |          0 |         -5 |        -32 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\gradle.properties                                                   | Properties   |         -4 |          0 |         -1 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\gradle\wrapper\gradle-wrapper.properties                            | Properties   |         -5 |         -1 |         -1 |         -7 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\local.properties                                                    | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\android\settings.gradle                                                     | Gradle       |        -12 |          0 |         -4 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Flutter\flutter_export_environment.sh                                   | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\AppDelegate.swift                                                | Swift        |        -12 |          0 |         -2 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                 | JSON         |       -122 |          0 |         -1 |       -123 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json               | JSON         |        -23 |          0 |         -1 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                   | Markdown     |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\Base.lproj\LaunchScreen.storyboard                               | XML          |        -36 |         -1 |         -1 |        -38 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\Base.lproj\Main.storyboard                                       | XML          |        -25 |         -1 |         -1 |        -27 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\GeneratedPluginRegistrant.h                                      | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\GeneratedPluginRegistrant.m                                      | Objective-C  |        -11 |         -4 |         -7 |        -22 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\ios\Runner\Runner-Bridging-Header.h                                         | C++          |         -1 |          0 |         -1 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\lib\main.dart                                                               | Dart         |       -432 |         -4 |        -19 |       -455 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\lib\video_list.dart                                                         | Dart         |        -57 |         -1 |         -4 |        -62 |
| c:\Users\acer\workspace1\langtube\packages\youtube_player_flutter\example\pubspec.yaml                                                                | YAML         |        -18 |          0 |         -8 |        -26 |
